"GEOID","B01001_001","B25001_001","B26001_001","aggtraveltimeperperson","vehicle","novehiclesavailable","privatetransportmethod","publictransportation","walkingdistancecommute","ua_per_facilities_prior1980","ua_per_facilities_after2000","ua_total_voms","ua_per_dr_service","ua_per_do_service","ua_est_daily_ridership","ua_est_operating_cost_per_person","fatalmvapercapita","fatalmvapedestrianstrikepercapita","fatalintoxicationmvapercapita","transportation_score","transportation_rnk","public_score","infrastructure_score","safety_score","private_score","transportation_state_rnk","NAME"
"00601",17126,7306,74,24.6474281574499,1.46266444320919,3.86473429951691,77.3243177976334,0,8.64525476937938,0,0,0,0,0,0,0,0,0,0,99.42,68.9489987033569,95.31,89.65,94.87,117.7,82.4,"ZCTA5 00601"
"00602",37895,17311,88,19.9462654486835,1.5211541452792,4.519368723099,73.0610782733298,0.814974028300197,3.34049794017553,0,0,0,0,0,0,0,0,0,0,99.29,68.7797147385103,96.47,90.69,94.87,112.75,81.6,"ZCTA5 00602"
"00603",49136,24771,1004,20.3692409132119,1.40388701736201,4.61384986283149,86.3512733866315,0.535729003544053,2.81875875710871,0,0,0,0,0,0,0,0,0,0,96.54,63.9569226336263,96.07,90.59,94.87,106.23,65.6,"ZCTA5 00603"
"00606",5751,2786,19,20.2236842105263,1.60924796747967,3.09414088215932,86.9078947368421,0,5.78947368421053,0,0,0,0,0,0,0,0,0,0,94.79,58.8387840368823,95.31,90.63,94.87,105.12,47.2,"ZCTA5 00606"
"00610",26153,12494,105,21.636512197969,1.56391314081039,2.20691265763662,77.5534025913389,0.280144741449749,1.28399673164468,0,0,0,0,0,0,0,0,0,0,95.63,61.5473274744273,95.71,90.31,94.87,103.99,55.2,"ZCTA5 00610"
"00611",1283,694,0,45.1029748283753,1.5875486381323,0,81.4645308924485,0,8.92448512585812,0,0,0,0,0,0,0,0,0,0,94.46,57.7474427315949,95.31,85.12,94.87,109.3,44,"ZCTA5 00611"
"00612",64090,30280,654,23.332345971564,1.42360307045757,1.43213691466603,88.4300947867299,0.527251184834123,1.30924170616114,0,0,0,0,0,0,0,0,0,0,93.71,54.8299956778562,96.06,89.94,94.87,98.95,35.2,"ZCTA5 00612"
"00616",10186,4568,33,25.2240228789323,1.61998803111909,2.31966952653321,91.5792818557356,0,0,0,0,0,0,0,0,0,0,0,0,90.85,38.6435672093358,95.31,89.52,94.87,93.4,9.6,"ZCTA5 00616"
"00617",22803,9878,12,25.8708684381076,1.65703324808184,1.47535667963684,91.348023331173,0.210628645495787,2.04147764095917,0,0,0,0,0,0,0,0,0,0,91.03,39.875378187581,95.61,89.38,94.87,94.79,10.4,"ZCTA5 00617"
"00622",7751,8395,60,27.5461254612546,1.63499462172822,0.922509225092251,87.8690036900369,0,0.461254612546125,0,0,0,0,0,0,0,0,0,0,91.05,40.0482639389137,95.31,89,94.87,94.32,11.2,"ZCTA5 00622"
"00623",39652,20507,87,22.4615841752271,1.4984569008828,1.18946474086661,85.3298242635198,1.03574157398761,3.22608031242041,0,0,0,0,0,0,0,0,0,0,94.82,58.9144215530903,96.78,90.13,94.87,101.96,48,"ZCTA5 00623"
"00624",21912,9098,61,26.912806988627,1.48192938559911,1.15435356200528,89.2038898961596,0,1.18674798088017,0,0,0,0,0,0,0,0,0,0,92.33,48.0010085002161,95.31,89.14,94.87,97.13,23.2,"ZCTA5 00624"
"00627",32885,14071,133,30.0520885505359,1.53197853435383,1.11300511380728,94.3403786436943,0,0.290493839527196,0,0,0,0,0,0,0,0,0,0,90.11,33.640685780147,95.31,88.45,94.87,92.12,3.2,"ZCTA5 00627"
"00631",1098,585,0,43.6616161616162,1.23232323232323,7.57575757575758,86.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,96.46,63.7372136579744,95.31,85.43,94.87,108.38,64,"ZCTA5 00631"
"00636",1174,325,0,22.9857142857143,2.54391891891892,0,100,0,0,0,0,0,0,0,0,0,0,0,0,80.48,0.590692983719925,95.31,90.01,94.87,71.88,0,"ZCTA5 00636"
"00637",23016,10989,188,23.090804218853,1.35017844396859,2.47443088089739,83.9980224126566,1.66446934739618,4.86156888595913,0,0,0,0,0,0,0,0,0,0,97.84,66.5934303414494,97.68,89.99,94.87,108.72,75.6,"ZCTA5 00637"
"00638",17689,7930,13,34.2942515651679,1.55553713527851,2.21969265793967,86.9379624359704,0.426863972680706,2.56118383608423,0,0,0,0,0,0,0,0,0,0,93.07,51.9377611295202,95.92,87.51,94.87,100.46,30.4,"ZCTA5 00638"
"00641",24915,11433,92,33.4526621842631,1.32404860155892,3.05788132508191,91.459204070507,0,2.98019262220607,0,0,0,0,0,0,0,0,0,0,94.09,56.4832156749748,95.31,87.7,94.87,102.89,38.4,"ZCTA5 00641"
"00646",36142,15833,53,30.7268488219895,1.74323526932479,0.564648117839607,80.5791884816754,0.130890052356021,2.92866492146597,0,0,0,0,0,0,0,0,0,0,92.6,49.5317677568074,95.5,88.3,94.87,99.88,25.6,"ZCTA5 00646"
"00647",5198,3542,13,22.5466520307355,1.32122470160872,5.06050605060506,90.9989023051592,0,4.28100987925357,0,0,0,0,0,0,0,0,0,0,96.26,63.2761849877539,95.31,90.11,94.87,107.31,62,"ZCTA5 00647"
"00650",14301,6037,14,26.3462026924054,1.57649796393252,2.33680467360935,85.6235712471425,0.355600711201422,8.07721615443231,0,0,0,0,0,0,0,0,0,0,95.66,61.648177496038,95.82,89.27,94.87,108.62,56,"ZCTA5 00650"
