"GEOID","B01001_001","B25001_001","B26001_001","aggtraveltimeperperson","vehicle","novehiclesavailable","privatetransportmethod","publictransportation","walkingdistancecommute","ua_per_facilities_prior1980","ua_per_facilities_after2000","ua_total_voms","ua_per_dr_service","ua_per_do_service","ua_est_daily_ridership","ua_est_operating_cost_per_person","fatalmvapercapita","fatalmvapedestrianstrikepercapita","fatalintoxicationmvapercapita","transportation_score","transportation_rnk","public_score","infrastructure_score","safety_score","private_score","transportation_state_rnk","NAME"
"01001",17312,7623,513,19.1223038090867,1.65034399028733,1.54887563102341,87.9531895364846,0.883432767324461,0.653969710876549,14.2857142857143,71.4285714285714,251,50,0,53171.3952,3787571.403,0,0,0,100.58,71.6707108192977,96.74,120.62,95.04,95.37,39.0143737166324,"ZCTA5 01001"
"01002",30014,10965,5233,17.3409882163899,1.6495203102674,5.18228382042784,55.7846813069095,10.0696304231387,13.0824852704874,14.2857142857143,71.4285714285714,251,50,0,1038568.5504,73980615.456,6.66355700673019,6.66355700673019,0,119.35,93.1737082500714,108.16,120.67,107.4,135.82,78.4394250513347,"ZCTA5 01002"
"01003",11357,79,11276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZCTA5 01003"
"01005",5128,2156,224,31.3746438746439,2.05349794238683,0,72.7207977207977,0,0,0,0,0,0,0,0,0,0,0,0,93.62,46.6314587496432,95.65,89.02,95.04,95.97,21.1498973305955,"ZCTA5 01005"
"01007",15005,5988,6,26.900269541779,2.00629156929714,2.23836868627681,82.9954295089652,0.703152466893238,1.61725067385445,0,0,0,0,0,0,0,0,0,0,93.12,42.8882386525835,96.52,89.15,95.04,95.19,19.7125256673511,"ZCTA5 01007"
"01008",1140,619,0,32.2178060413355,2.21428571428571,0.95389507154213,80.9220985691574,0,0,0,0,0,0,0,0,0,0,0,0,91.19,25.5780759349129,95.65,89,95.04,89.7,8.82956878850103,"ZCTA5 01008"
"01009",261,203,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZCTA5 01009"
"01010",3658,1684,0,35.9662122110255,1.99170697995853,0,86.959098992294,0,0,0,0,0,0,0,0,0,0,0,0,91.08,24.6502997430774,95.65,88.89,95.04,88.24,7.80287474332649,"ZCTA5 01010"
"01011",1430,671,10,33.8352638352638,2.0709219858156,0.386100386100386,86.4864864864865,0,2.44530244530245,0,0,0,0,0,0,0,0,0,0,91.39,27.4371966885527,95.65,88.95,95.04,91.08,9.95893223819302,"ZCTA5 01011"
"01012",585,353,0,27.1450617283951,1.73897058823529,0,80.5555555555556,0,0,0,0,0,0,0,0,0,0,0,0,93.49,45.6572937482158,95.65,89.14,95.04,95.88,20.3285420944559,"ZCTA5 01012"
