"geoid","geolevel","year","transportation_score","transportation_rnk","transportation_state_rnk"
"14000US39035177604","tract","2023","95.66","53.8279","56.0367"
"14000US39035177605","tract","2023","88.74","26.2858","33.4192"
"14000US39035177606","tract","2023","91.86","41.0433","47.4243"
"14000US39035177607","tract","2023","97.24","58.7577","60.6246"
"14000US39035177608","tract","2023","105.72","78.4412","80.9401"
"14000US39035177609","tract","2023","85.28","7.9415","11.848"
"14000US39035178101","tract","2023","97.76","60.346","62.1378"
"14000US39035178102","tract","2023","104.51","76.5746","79.0889"
"14000US39035178201","tract","2023","98.17","61.5131","63.1359"
"14000US39035178204","tract","2023","113.82","87.0713","92.0155"
"14000US39035178205","tract","2023","97.67","60.0689","61.9285"
"14000US39035178206","tract","2023","98.58","62.6338","64.4237"
"14000US39035179101","tract","2023","89.04","27.8803","35.3348"
"14000US39035179102","tract","2023","87.73","20.543","27.3825"
"14000US39035180102","tract","2023","102.57","72.9719","75.5312"
"14000US39035180103","tract","2023","100.76","68.727","71.2331"
"14000US39035180104","tract","2023","108.63","82.105","85.528"
"14000US39035181100","tract","2023","101.14","69.6659","72.0863"
"14000US39035181201","tract","2023","103.89","75.4673","78.2035"
"14000US39035181203","tract","2023","103.62","75.0009","77.7849"
"14000US39035181204","tract","2023","100.56","68.2289","70.5087"
"14000US39035182103","tract","2023","86.64","14.3058","20.0258"
"14000US39035182104","tract","2023","95.21","52.4557","54.8294"
"14000US39035182105","tract","2023","86.72","14.7599","20.7663"
"14000US39035182106","tract","2023","98.23","61.6852","63.3451"
"14000US39035183100","tract","2023","107.17","80.4324","83.387"
"14000US39035183200","tract","2023","90.7","36.1966","42.9652"
"14000US39035183300","tract","2023","98.87","63.4799","65.293"
"14000US39035183401","tract","2023","104.61","76.7492","79.2659"
"14000US39035183402","tract","2023","106.65","79.75","82.5821"
"14000US39035183501","tract","2023","120.74","91.1746","96.5873"
"14000US39035183502","tract","2023","104.28","76.1387","78.6864"
"14000US39035183603","tract","2023","106.6","79.6645","82.4855"
"14000US39035183604","tract","2023","93.82","48.0387","52.0605"
"14000US39035183605","tract","2023","109.11","82.6226","86.1075"
"14000US39035183606","tract","2023","100.31","67.5904","69.8487"
"14000US39035184103","tract","2023","94.81","51.1873","53.8635"
"14000US39035184104","tract","2023","89.01","27.724","35.1739"
"14000US39035184105","tract","2023","96.84","57.51","58.886"
"14000US39035184106","tract","2023","108.36","81.812","85.1256"
"14000US39035184108","tract","2023","97.51","59.5451","61.3329"
"14000US39035185101","tract","2023","101.57","70.6645","73.358"
"14000US39035185102","tract","2023","106.24","79.1713","81.8577"
"14000US39035185103","tract","2023","101.24","69.8893","72.4565"
"14000US39035185104","tract","2023","89.97","32.6427","39.6169"
"14000US39035185201","tract","2023","105.86","78.6366","81.2299"
"14000US39035185202","tract","2023","101.99","71.6656","74.5171"
"14000US39035185203","tract","2023","106.87","80.0466","82.8719"
"14000US39035186103","tract","2023","98.7","62.9561","64.6813"
"14000US39035186104","tract","2023","91.51","39.7028","46.0882"
"14000US39035186105","tract","2023","88.59","25.4728","32.5016"
"14000US39035186106","tract","2023","107.41","80.6912","83.7733"
"14000US39035186107","tract","2023","88.6","25.5167","32.566"
"14000US39035186201","tract","2023","98.53","62.4873","64.2144"
"14000US39035186202","tract","2023","87.26","17.8352","24.5171"
"14000US39035186203","tract","2023","87.35","18.3577","25.4024"
"14000US39035186205","tract","2023","98.39","62.1443","63.8764"
"14000US39035186206","tract","2023","88.83","26.74","33.8538"
"14000US39035187103","tract","2023","106.02","78.8527","81.5196"
"14000US39035187104","tract","2023","104.35","76.2889","78.8152"
"14000US39035187105","tract","2023","115.82","88.5022","93.6735"
"14000US39035187106","tract","2023","97.3","58.9384","60.7373"
"14000US39035188103","tract","2023","106.49","79.5107","82.244"
"14000US39035188106","tract","2023","102.83","73.5127","76.159"
"14000US39035188107","tract","2023","91.45","39.4697","45.7824"
"14000US39035189105","tract","2023","99.83","66.2963","68.2711"
"14000US39035189107","tract","2023","96.18","55.4101","57.4533"
"14000US39035189108","tract","2023","103","73.9058","76.5776"
"14000US39035189109","tract","2023","101.57","70.6645","73.358"
"14000US39035189110","tract","2023","100.88","69.0359","71.5229"
"14000US39035189111","tract","2023","99.37","64.9717","66.8867"
"14000US39035189112","tract","2023","94.6","50.4938","53.3162"
"14000US39035190502","tract","2023","98.16","61.4924","63.0715"
"14000US39035190503","tract","2023","91.14","38.189","44.8004"
"14000US39035190505","tract","2023","86.75","14.9223","20.9433"
"14000US39035190506","tract","2023","97.2","58.6368","60.4797"
"14000US39035192300","tract","2023","86.27","12.4245","17.6594"
"14000US39035192800","tract","2023","91.17","38.3221","44.9292"
"14000US39035192900","tract","2023","87.64","20.0046","26.9961"
"14000US39035194100","tract","2023","88.44","24.656","31.6806"
"14000US39035194300","tract","2023","87.24","17.7143","24.3883"
"14000US39035194500","tract","2023","86.08","11.4893","16.452"
"14000US39035195600","tract","2023","101.3","70.0126","72.6014"
"14000US39035195700","tract","2023","90.64","35.8731","42.6272"
"14000US39035195800","tract","2023","87.63","19.9582","26.9478"
"14000US39035195900","tract","2023","104.71","76.9433","79.5235"
"14000US39035196000","tract","2023","103.41","74.6041","77.1249"
"14000US39035196100","tract","2023","98.73","63.0489","64.7939"
"14000US39035196200","tract","2023","101.8","71.2395","74.0824"
"14000US39035196300","tract","2023","88.1","22.6514","29.5074"
"14000US39035196400","tract","2023","112.22","85.6686","90.293"
"14000US39035196800","tract","2023",NA,NA,NA
"14000US39035197000","tract","2023","100.33","67.6295","69.9292"
"14000US39035197100","tract","2023","91.09","37.9546","44.6555"
"14000US39035197200","tract","2023","112.67","86.0776","90.8403"
"14000US39035197300","tract","2023","112.93","86.3254","91.0818"
"14000US39035197400","tract","2023","100.53","68.1398","70.396"
"14000US39035197500","tract","2023","115.88","88.5498","93.754"
"14000US39035197600","tract","2023","105.59","78.2667","80.7791"
"14000US39035197700","tract","2023","116.95","89.1956","94.3014"
"14000US39035197800","tract","2023","103.4","74.5895","77.0766"
"14000US39035197900","tract","2023","98.34","62.0259","63.7476"
"14000US39035198000","tract","2023","118.12","89.8902","95.2511"
"14000US39035198100","tract","2023","115.42","88.2372","93.3033"
"14000US39035198200","tract","2023","113.81","87.0603","91.9833"
"14000US39035198300","tract","2023","127.96","93.5222","98.5512"
"14000US39035198400","tract","2023","110.52","84.0571","87.9427"
"14000US39035198500","tract","2023","95.06","51.982","54.3947"
"14000US39035198600","tract","2023","131.63","94.2877","99.0341"
"14000US39035198700","tract","2023","110.37","83.9167","87.7656"
"14000US39035198800","tract","2023","129.64","93.8934","98.8088"
"14000US39035198900","tract","2023","126.33","93.0974","98.2936"
"14000US39035199000","tract","2023","98.75","63.1014","64.8583"
"14000US39035199100","tract","2023","109.03","82.531","86.0592"
"14000US39035199200","tract","2023","109.33","82.857","86.4295"
"14000US39035199300","tract","2023","124.51","92.5651","97.8107"
"14000US39035980100","tract","2023",NA,NA,NA
"14000US39035980200","tract","2023",NA,NA,NA
"14000US39035980500","tract","2023",NA,NA,NA
"14000US39035980900","tract","2023",NA,NA,NA
"14000US39035981000","tract","2023",NA,NA,NA
"14000US39035981100","tract","2023",NA,NA,NA
"14000US39035990000","tract","2023",NA,NA,NA
"14000US39037500100","tract","2023","82.96","1.7519","2.5596"
"14000US39037510100","tract","2023","92.48","43.4044","49.2595"
"14000US39037520100","tract","2023","86.78","15.0981","21.1365"
"14000US39037530100","tract","2023","84.78","6.0248","9.3046"
"14000US39037540100","tract","2023","87.14","17.1247","23.4063"
"14000US39037550100","tract","2023","81.28","0.4078","0.4829"
"14000US39037555001","tract","2023","102.39","72.5409","75.0966"
"14000US39037555002","tract","2023","88.58","25.4166","32.4211"
"14000US39037555101","tract","2023","104.47","76.5001","78.9923"
"14000US39037555102","tract","2023","107.27","80.5313","83.4836"
"14000US39037560101","tract","2023","84.72","5.8014","9.0631"
"14000US39037560102","tract","2023","88.58","25.4166","32.4211"
"14000US39037570101","tract","2023","86.13","11.7286","16.8545"
"14000US39037570102","tract","2023","82.87","1.6188","2.2537"
"14000US39039958100","tract","2023","83.75","3.1009","4.6362"
"14000US39039958200","tract","2023","85.77","9.984","14.5364"
"14000US39039958300","tract","2023","92.07","41.8601","48.1326"
"14000US39039958400","tract","2023","83.09","1.9192","2.801"
"14000US39039958500","tract","2023","93.65","47.4771","51.6098"
"14000US39039958600","tract","2023","88.37","24.2556","31.1977"
"14000US39039958700","tract","2023","86.54","13.7906","19.1565"
"14000US39039958800","tract","2023","84.65","5.5817","8.6285"
"14000US39039958900","tract","2023","82.8","1.548","2.1249"
"14000US39041010100","tract","2023","120.13","90.8913","96.2331"
"14000US39041010200","tract","2023","107.82","81.1625","84.3207"
"14000US39041010420","tract","2023","113.63","86.9126","91.8223"
"14000US39041010421","tract","2023","110.66","84.1902","88.152"
"14000US39041010422","tract","2023","110.02","83.5871","87.2505"
"14000US39041010520","tract","2023","107.7","80.9977","84.0631"
"14000US39041010530","tract","2023","112.85","86.2546","91.0174"
"14000US39041011101","tract","2023","87.76","20.7176","27.4952"
"14000US39041011102","tract","2023","87.95","21.7968","28.6864"
"14000US39041011200","tract","2023","89.34","29.4393","37.0573"
"14000US39041011411","tract","2023","107.33","80.5985","83.5963"
"14000US39041011412","tract","2023","87.22","17.5862","24.1951"
"14000US39041011421","tract","2023","108.2","81.6252","84.8841"
"14000US39041011423","tract","2023","106.4","79.3703","82.1153"
"14000US39041011430","tract","2023","87.62","19.9058","26.8674"
"14000US39041011431","tract","2023","88.62","25.6205","32.6787"
"14000US39041011432","tract","2023","110.7","84.2341","88.2968"
"14000US39041011520","tract","2023","93.71","47.6835","51.8513"
"14000US39041011530","tract","2023","108.12","81.5275","84.7714"
"14000US39041011540","tract","2023","92.09","41.9236","48.2131"
"14000US39041011561","tract","2023","89.89","32.2533","39.311"
"14000US39041011562","tract","2023","87.08","16.8012","22.8912"
"14000US39041011563","tract","2023","114.54","87.6085","92.7399"
"14000US39041011564","tract","2023","108.65","82.1184","85.5763"
"14000US39041011565","tract","2023","84.95","6.6475","10.1417"
"14000US39041011604","tract","2023","89.6","30.7834","38.2646"
"14000US39041011710","tract","2023","91.77","40.6771","46.9897"
"14000US39041011740","tract","2023","107.97","81.3297","84.5299"
"14000US39041011760","tract","2023","85.01","6.8623","10.3831"
"14000US39041011762","tract","2023","110.2","83.7702","87.4759"
"14000US39041011763","tract","2023","87.13","17.0514","23.3258"
"14000US39041011764","tract","2023","84.59","5.3595","8.3065"
"14000US39041011765","tract","2023","88.62","25.6205","32.6787"
"14000US39041011766","tract","2023","108.68","82.155","85.6729"
"14000US39041011900","tract","2023","112.74","86.1459","90.953"
"14000US39041012000","tract","2023","85.79","10.089","14.6491"
"14000US39041012100","tract","2023","110.48","84.0119","87.8622"
"14000US39041012200","tract","2023","92.66","44.0869","49.6137"
"14000US39041012300","tract","2023","87.38","18.547","25.6922"
"14000US39041012400","tract","2023","93.24","46.061","50.7405"
"14000US39043040100","tract","2023","84.69","5.7062","8.9021"
"14000US39043040200","tract","2023","87.04","16.5643","22.6175"
"14000US39043040300","tract","2023","85.8","10.1366","14.7135"
"14000US39043040400","tract","2023","86.51","13.6551","18.8989"
"14000US39043040500","tract","2023","86.13","11.7286","16.8545"
"14000US39043040700","tract","2023","105.62","78.3033","80.8113"
"14000US39043040801","tract","2023","114.07","87.2569","92.3052"
"14000US39043040802","tract","2023","114.31","87.4425","92.5789"
"14000US39043040900","tract","2023","99.18","64.4382","66.5164"
"14000US39043041000","tract","2023","105.05","77.4743","80.0708"
"14000US39043041100","tract","2023","98.1","61.3092","63.0393"
"14000US39043041200","tract","2023","110.25","83.8093","87.5724"
"14000US39043041300","tract","2023","98.42","62.2236","64.0052"
"14000US39043041400","tract","2023","101.17","69.7318","72.2473"
"14000US39043041600","tract","2023","93.31","46.3259","50.8693"
"14000US39043041701","tract","2023","82.38","1.0914","1.4488"
"14000US39043041702","tract","2023","87.88","21.4025","28.3645"
"14000US39043041800","tract","2023","87.32","18.1832","25.0805"
"14000US39043041900","tract","2023","96.04","54.9853","57.0348"
"14000US39043990100","tract","2023",NA,NA,NA
"14000US39045030100","tract","2023","84.69","5.7062","8.9021"
"14000US39045030200","tract","2023","85.13","7.3372","11.1075"
"14000US39045030300","tract","2023","88.29","23.7892","30.7791"
"14000US39045030400","tract","2023","84.11","3.9763","6.1655"
"14000US39045030601","tract","2023","85.64","9.4249","13.8281"
"14000US39045030602","tract","2023","107.43","80.7132","83.8055"
"14000US39045030700","tract","2023","86.25","12.3158","17.5306"
"14000US39045030800","tract","2023","84.93","6.5754","9.9807"
"14000US39045030901","tract","2023","87.93","21.687","28.622"
"14000US39045030902","tract","2023","81.6","0.5408","0.7083"
"14000US39045031000","tract","2023","85.43","8.5703","12.7495"
"14000US39045031100","tract","2023","83.95","3.5685","5.586"
"14000US39045031200","tract","2023","84.81","6.1201","9.4495"
"14000US39045031300","tract","2023","103.85","75.405","78.123"
"14000US39045031401","tract","2023","85.66","9.5115","14.0212"
"14000US39045031402","tract","2023","103.85","75.405","78.123"
"14000US39045031500","tract","2023","103.8","75.3025","78.0103"
"14000US39045031600","tract","2023","103.53","74.8276","77.6079"
"14000US39045031700","tract","2023","115.82","88.5022","93.6735"
"14000US39045032000","tract","2023","108.52","81.9878","85.3187"
"14000US39045032100","tract","2023","102.37","72.4945","75.0483"
"14000US39045032200","tract","2023","105.82","78.5731","81.1494"
"14000US39045032300","tract","2023","103.42","74.6188","77.2054"
"14000US39045032501","tract","2023","84.71","5.7611","9.0148"
"14000US39045032502","tract","2023",NA,NA,NA
"14000US39045032601","tract","2023","82.79","1.5358","2.0766"
"14000US39045032602","tract","2023","84.31","4.4902","7.0026"
"14000US39045032701","tract","2023","109.11","82.6226","86.1075"
"14000US39045032703","tract","2023","93.38","46.5762","51.0303"
"14000US39045032704","tract","2023","113.69","86.959","91.8706"
"14000US39045032800","tract","2023","109.34","82.8729","86.4778"
"14000US39045032901","tract","2023","107.33","80.5985","83.5963"
"14000US39045032902","tract","2023","107.89","81.2308","84.369"
"14000US39045033000","tract","2023","85.43","8.5703","12.7495"
"14000US39045033101","tract","2023","110.84","84.3733","88.4739"
"14000US39045033102","tract","2023","112.37","85.8065","90.4862"
"14000US39047925800","tract","2023","86.81","15.258","21.2814"
"14000US39047925900","tract","2023","85.01","6.8623","10.3831"
"14000US39047926000","tract","2023","104.12","75.8628","78.5093"
"14000US39047926100","tract","2023","105.28","77.8113","80.4894"
"14000US39047926200","tract","2023","100.46","67.964","70.235"
"14000US39047926300","tract","2023","99.51","65.3929","67.434"
"14000US39047926400","tract","2023","83.57","2.6919","3.9923"
"14000US39049000110","tract","2023","111.72","85.212","89.4237"
"14000US39049000120","tract","2023","117.83","89.7206","94.9936"
"14000US39049000210","tract","2023","123.29","92.1586","97.4887"
"14000US39049000220","tract","2023","114.16","87.3265","92.4179"
"14000US39049000310","tract","2023","111.47","84.9752","89.1822"
"14000US39049000320","tract","2023","111.45","84.9593","89.15"
"14000US39049000330","tract","2023","115.84","88.5156","93.7218"
"14000US39049000410","tract","2023","121.1","91.3406","96.7482"
"14000US39049000420","tract","2023","113.89","87.1312","92.0476"
"14000US39049000500","tract","2023","122.62","91.9303","97.3278"
"14000US39049000600","tract","2023","117.78","89.6839","94.9453"
"14000US39049000710","tract","2023","122.65","91.9449","97.3599"
"14000US39049000720","tract","2023","124.6","92.592","97.8751"
"14000US39049000730","tract","2023","143.69","96.0372","99.7424"
"14000US39049000810","tract","2023","112.14","85.5844","90.132"
"14000US39049000820","tract","2023","95.88","54.4738","56.584"
"14000US39049000910","tract","2023","120.47","91.0403","96.4585"
"14000US39049000920","tract","2023","93.1","45.547","50.6439"
"14000US39049001000","tract","2023","127.28","93.3684","98.358"
"14000US39049001110","tract","2023","107.01","80.22","83.1294"
"14000US39049001121","tract","2023",NA,NA,NA
"14000US39049001122","tract","2023",NA,NA,NA
"14000US39049001200","tract","2023","108.67","82.1428","85.6246"
"14000US39049001301","tract","2023","117.72","89.6595","94.8487"
"14000US39049001302","tract","2023",NA,NA,NA
"14000US39049001400","tract","2023","107.74","81.0465","84.1597"
"14000US39049001500","tract","2023","129.23","93.803","98.7283"
"14000US39049001600","tract","2023","127.63","93.4478","98.4546"
"14000US39049001700","tract","2023","130.84","94.1424","98.9697"
"14000US39049001810","tract","2023","151.59","96.7721","99.9034"
"14000US39049001820","tract","2023","123.34","92.1732","97.5531"
"14000US39049001901","tract","2023","115.35","88.1921","93.2067"
"14000US39049001902","tract","2023","122.16","91.7569","97.2634"
"14000US39049002000","tract","2023","95.35","52.8867","55.1996"
"14000US39049002100","tract","2023","123.78","92.3392","97.6336"
"14000US39049002200","tract","2023","99.11","64.2246","66.1945"
"14000US39049002300","tract","2023","92.26","42.5547","48.6639"
"14000US39049002510","tract","2023","117.1","89.2896","94.3979"
"14000US39049002520","tract","2023","97.19","58.6148","60.4314"
"14000US39049002600","tract","2023","97.39","59.1789","60.9788"
"14000US39049002710","tract","2023","89.88","32.1959","39.2788"
"14000US39049002730","tract","2023","123.3","92.1622","97.5209"
"14000US39049002740","tract","2023","90.66","35.9756","42.756"
"14000US39049002750","tract","2023","128.54","93.6516","98.6478"
"14000US39049002760","tract","2023","95.56","53.5166","55.6986"
"14000US39049002770","tract","2023","100.79","68.7893","71.3458"
"14000US39049002780","tract","2023","115","87.9455","93.0457"
"14000US39049002800","tract","2023","121.64","91.5469","97.0058"
"14000US39049002900","tract","2023","144.37","96.0933","99.7746"
"14000US39049003000","tract","2023","127.58","93.4368","98.4063"
"14000US39049003200","tract","2023","96.97","57.9263","59.5782"
"14000US39049003600","tract","2023","101.16","69.7074","72.199"
"14000US39049003700","tract","2023","117.77","89.679","94.9131"
"14000US39049003800","tract","2023","118.18","89.9208","95.3316"
"14000US39049004001","tract","2023","134.59","94.8237","99.2273"
"14000US39049004002","tract","2023","138.6","95.4206","99.5493"
"14000US39049004200","tract","2023","89.31","29.2745","36.8641"
"14000US39049004301","tract","2023","92.44","43.2665","49.0985"
"14000US39049004302","tract","2023","119.45","90.5654","96.0399"
"14000US39049004500","tract","2023","115.43","88.2446","93.3355"
"14000US39049004610","tract","2023","120.86","91.2307","96.6194"
"14000US39049004620","tract","2023","114.31","87.4425","92.5789"
"14000US39049004700","tract","2023","114.85","87.827","93.0135"
"14000US39049004810","tract","2023","114.21","87.379","92.5145"
"14000US39049004820","tract","2023","123.35","92.1842","97.5853"
"14000US39049004900","tract","2023","125.94","92.9814","98.1648"
"14000US39049005001","tract","2023","99.53","65.4564","67.5145"
"14000US39049005002","tract","2023","111.53","85.035","89.2466"
"14000US39049005100","tract","2023","135.68","95.019","99.3239"
"14000US39049005200","tract","2023","101.76","71.1235","73.9858"
"14000US39049005300","tract","2023","125.26","92.7873","98.0039"
"14000US39049005410","tract","2023","105.78","78.5096","81.0528"
"14000US39049005420","tract","2023","123.78","92.3392","97.6336"
"14000US39049005500","tract","2023","101.04","69.4217","71.8931"
"14000US39049005610","tract","2023","119.86","90.7473","96.1687"
"14000US39049005620","tract","2023","126.88","93.2366","98.3258"
"14000US39049005700","tract","2023","120.71","91.1575","96.5551"
"14000US39049005810","tract","2023","112.06","85.5209","89.9871"
"14000US39049005820","tract","2023","120.17","90.906","96.2975"
"14000US39049005900","tract","2023","125.33","92.808","98.0522"
"14000US39049006000","tract","2023","115.63","88.3947","93.5608"
"14000US39049006100","tract","2023","118.2","89.9305","95.3638"
"14000US39049006236","tract","2023","106.69","79.8061","82.7431"
"14000US39049006237","tract","2023","95.91","54.569","56.6967"
"14000US39049006238","tract","2023","112.04","85.5001","89.9549"
"14000US39049006239","tract","2023","110.29","83.8422","87.6207"
"14000US39049006240","tract","2023","91.06","37.8252","44.5428"
"14000US39049006241","tract","2023","112.91","86.3071","91.0496"
"14000US39049006301","tract","2023","108.3","81.7412","85.029"
"14000US39049006302","tract","2023","119.15","90.4067","95.8628"
"14000US39049006310","tract","2023","110.97","84.4954","88.651"
"14000US39049006321","tract","2023","112.37","85.8065","90.4862"
"14000US39049006323","tract","2023","110.32","83.8703","87.7173"
"14000US39049006330","tract","2023","110.95","84.4832","88.6027"
"14000US39049006340","tract","2023","112.99","86.3803","91.1784"
"14000US39049006351","tract","2023","110.5","84.0327","87.8944"
"14000US39049006352","tract","2023","117.92","89.7706","95.0901"
"14000US39049006353","tract","2023","115.29","88.1506","93.1423"
"14000US39049006372","tract","2023","95.76","54.1148","56.2943"
"14000US39049006384","tract","2023","112.44","85.8688","90.5666"
"14000US39049006386","tract","2023","117.37","89.4544","94.6555"
"14000US39049006387","tract","2023","111.7","85.1876","89.3754"
"14000US39049006391","tract","2023","85.94","10.8313","15.5184"
"14000US39049006392","tract","2023","90.17","33.5889","40.3574"
"14000US39049006393","tract","2023","90.62","35.7815","42.5628"
"14000US39049006394","tract","2023","86.51","13.6551","18.8989"
"14000US39049006395","tract","2023","91.01","37.5896","44.2531"
"14000US39049006396","tract","2023","95.83","54.3346","56.5035"
"14000US39049006397","tract","2023","113.8","87.0518","91.9511"
"14000US39049006398","tract","2023","88.57","25.3678","32.3567"
"14000US39049006410","tract","2023","111.09","84.615","88.8603"
"14000US39049006430","tract","2023","113.7","86.9639","91.9189"
"14000US39049006500","tract","2023","112.18","85.6295","90.2447"
"14000US39049006600","tract","2023","109.99","83.5565","87.2183"
"14000US39049006710","tract","2023","108.71","82.1941","85.7051"
"14000US39049006721","tract","2023","109.71","83.2452","86.8963"
"14000US39049006722","tract","2023","111.77","85.2498","89.4881"
"14000US39049006810","tract","2023","90.47","35.0795","41.9028"
"14000US39049006821","tract","2023","115.47","88.2702","93.3999"
"14000US39049006822","tract","2023","110.21","83.7763","87.508"
"14000US39049006910","tract","2023","108.89","82.3845","85.8822"
"14000US39049006921","tract","2023","114.68","87.7074","92.933"
"14000US39049006923","tract","2023","112.83","86.2241","90.9852"
"14000US39049006924","tract","2023","94.98","51.7195","54.2659"
"14000US39049006931","tract","2023","109.76","83.2928","86.9607"
"14000US39049006932","tract","2023","111.68","85.1803","89.3432"
"14000US39049006933","tract","2023","125.21","92.7653","97.9395"
"14000US39049006943","tract","2023","109.57","83.117","86.7514"
"14000US39049006944","tract","2023","111.78","85.2608","89.5364"
"14000US39049006945","tract","2023","118.02","89.8243","95.1867"
"14000US39049006950","tract","2023","87.7","20.3599","27.2859"
"14000US39049006991","tract","2023","110.99","84.5064","88.7154"
"14000US39049006992","tract","2023","116.91","89.1761","94.2692"
"14000US39049007010","tract","2023","121.72","91.5835","97.038"
"14000US39049007020","tract","2023","114.13","87.3033","92.3696"
"14000US39049007041","tract","2023","95.9","54.5446","56.6645"
"14000US39049007043","tract","2023","94.12","48.9617","52.463"
"14000US39049007044","tract","2023","97.17","58.5648","60.3187"
"14000US39049007047","tract","2023","88.63","25.684","32.7592"
"14000US39049007048","tract","2023","91.19","38.3978","44.9936"
"14000US39049007101","tract","2023","108.96","82.4566","85.9627"
"14000US39049007102","tract","2023","108.81","82.3076","85.8017"
"14000US39049007103","tract","2023","106.98","80.1858","83.0328"
"14000US39049007112","tract","2023","114.21","87.379","92.5145"
"14000US39049007113","tract","2023","90.85","36.84","43.6091"
"14000US39049007114","tract","2023","89.58","30.6687","38.1037"
"14000US39049007115","tract","2023","115.69","88.4228","93.593"
"14000US39049007120","tract","2023","110.32","83.8703","87.7173"
"14000US39049007193","tract","2023","111.24","84.7578","89.0534"
"14000US39049007198","tract","2023","110.67","84.1975","88.2164"
"14000US39049007199","tract","2023","88.26","23.622","30.6825"
"14000US39049007202","tract","2023","90.54","35.4385","42.2086"
"14000US39049007205","tract","2023","89.83","31.9249","39.0856"
"14000US39049007209","tract","2023","112.52","85.9323","90.6632"
"14000US39049007211","tract","2023","87.32","18.1832","25.0805"
"14000US39049007212","tract","2023","114.55","87.6158","92.7882"
"14000US39049007213","tract","2023","88.05","22.3523","29.2015"
"14000US39049007214","tract","2023","93.28","46.2111","50.821"
"14000US39049007215","tract","2023","114.16","87.3265","92.4179"
"14000US39049007301","tract","2023","109.21","82.7422","86.2524"
"14000US39049007302","tract","2023","86.84","15.4314","21.4585"
"14000US39049007303","tract","2023","110.04","83.6042","87.2827"
"14000US39049007305","tract","2023","112.11","85.5673","90.0515"
"14000US39049007306","tract","2023","92.26","42.5547","48.6639"
"14000US39049007394","tract","2023","89.86","32.0885","39.1983"
"14000US39049007397","tract","2023","95.33","52.8134","55.1352"
"14000US39049007398","tract","2023","108.23","81.6557","84.9485"
"14000US39049007424","tract","2023","110.55","84.0888","87.991"
"14000US39049007425","tract","2023","109.31","82.8289","86.3812"
"14000US39049007426","tract","2023","113.14","86.5097","91.3393"
"14000US39049007427","tract","2023","112.15","85.5966","90.1803"
"14000US39049007492","tract","2023","116.77","89.1004","94.2048"
"14000US39049007494","tract","2023","111.04","84.5625","88.7637"
"14000US39049007511","tract","2023","99","63.8913","65.7276"
"14000US39049007512","tract","2023","124.5","92.5614","97.7785"
"14000US39049007520","tract","2023","116.41","88.8831","93.9955"
"14000US39049007531","tract","2023","97.18","58.5892","60.3831"
"14000US39049007532","tract","2023","95.38","52.9868","55.3767"
"14000US39049007533","tract","2023","91.77","40.6771","46.9897"
"14000US39049007534","tract","2023","91.06","37.8252","44.5428"
"14000US39049007550","tract","2023","95.15","52.2494","54.7006"
"14000US39049007552","tract","2023","90.36","34.5277","41.3554"
"14000US39049007553","tract","2023","117.22","89.3812","94.4945"
"14000US39049007710","tract","2023","121.37","91.437","96.8448"
"14000US39049007721","tract","2023","119.28","90.4824","95.9594"
"14000US39049007722","tract","2023","114.07","87.2569","92.3052"
"14000US39049007730","tract","2023","92.79","44.5435","49.9678"
"14000US39049007740","tract","2023","91.63","40.1729","46.5712"
"14000US39049007811","tract","2023","112.7","86.1142","90.9208"
"14000US39049007812","tract","2023","112.95","86.3401","91.1462"
"14000US39049007820","tract","2023","138.38","95.3974","99.5171"
"14000US39049007830","tract","2023","118.6","90.1332","95.5248"
"14000US39049007922","tract","2023","113.26","86.6196","91.452"
"14000US39049007931","tract","2023","108.42","81.8779","85.19"
"14000US39049007941","tract","2023","87.22","17.5862","24.1951"
"14000US39049007955","tract","2023","108.62","82.0928","85.4797"
"14000US39049007956","tract","2023","88.88","27.0391","34.2241"
"14000US39049007957","tract","2023","88.06","22.4121","29.2498"
"14000US39049007958","tract","2023","110.6","84.1218","88.0232"
"14000US39049007959","tract","2023","86.54","13.7906","19.1565"
"14000US39049007960","tract","2023","109.27","82.7935","86.2846"
"14000US39049007961","tract","2023","88.44","24.656","31.6806"
"14000US39049007962","tract","2023","110.87","84.3953","88.5544"
"14000US39049007963","tract","2023","91.38","39.1547","45.5087"
"14000US39049007964","tract","2023","89.27","29.0645","36.671"
"14000US39049007965","tract","2023","91.89","41.1642","47.537"
"14000US39049007966","tract","2023","88.14","22.8968","29.7489"
"14000US39049008001","tract","2023","83.8","3.1937","4.8294"
"14000US39049008002","tract","2023","83.22","2.0852","3.0103"
"14000US39049008110","tract","2023","113.49","86.8113","91.7096"
"14000US39049008120","tract","2023","116.1","88.6987","93.8828"
"14000US39049008132","tract","2023","113.08","86.4658","91.275"
"14000US39049008163","tract","2023","117.36","89.4495","94.6233"
"14000US39049008164","tract","2023","110.67","84.1975","88.2164"
"14000US39049008165","tract","2023","87.2","17.4885","24.0502"
"14000US39049008166","tract","2023","107.62","80.9232","83.9665"
"14000US39049008167","tract","2023","91.55","39.8664","46.1526"
"14000US39049008168","tract","2023","87.44","18.9181","25.982"
"14000US39049008169","tract","2023","89.72","31.3694","38.5705"
"14000US39049008170","tract","2023","87.35","18.3577","25.4024"
"14000US39049008171","tract","2023","91.38","39.1547","45.5087"
"14000US39049008172","tract","2023","96.04","54.9853","57.0348"
